"fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","distance_km","fare_per_km"
1,0.0116354750966174,-0.0115622901748965,0.0118702620439028,-0.0122584488392455,0.0101668482722195,0.0247203949768914,0.27653086135154
0.0116354750966174,1,-0.979047637465066,0.949697748621603,-0.93664163650247,-0.000757102522735597,0.163546920185907,0.370176104502002
-0.0115622901748965,-0.979047637465066,1,-0.93669016370747,0.95814254826211,-0.000521804515519836,-0.142199977212906,-0.347033350333118
0.0118702620439028,0.949697748621603,-0.93669016370747,1,-0.979691806855216,-0.000373553018407352,0.140679740185828,0.371724902382027
-0.0122584488392455,-0.93664163650247,0.95814254826211,-0.979691806855216,1,-0.00138715263620819,-0.124660079561189,-0.347902262133074
0.0101668482722195,-0.000757102522735597,-0.000521804515519836,-0.000373553018407352,-0.00138715263620819,1,-0.00161863235959574,-0.00440673258963969
0.0247203949768914,0.163546920185907,-0.142199977212906,0.140679740185828,-0.124660079561189,-0.00161863235959574,1,-0.0108692536963792
0.27653086135154,0.370176104502002,-0.347033350333118,0.371724902382027,-0.347902262133074,-0.00440673258963969,-0.0108692536963792,1
